runID	time	asset	closeAskPrice	closeBidPrice	averageTradePrice	volume	return	predictionError
1	0.0	0.05777450057551661	1.2017953729361504	1.2015678321482806	0.0	0.0	0.20168160254221545	0.0
1	1.0	0.05777450057551661	1.1953490780969405	1.1948851040199386	0.0	0.0	-0.006564511483775792	0.0
1	2.0	0.05777450057551661	1.1953490780969405	1.1944154958707294	0.0	0.0	-2.3480407460474417E-4	0.0
1	3.0	0.05777450057551661	1.1953490780969405	1.1944154958707294	0.0	0.0	0.0	0.0
1	4.0	0.05777450057551661	1.1953490780969405	1.1944154958707294	0.0	0.0	0.0	0.0
1	5.0	0.05777450057551661	1.1971450661020635	1.1966062033677336	0.0	0.0	0.0019933477510636344	0.0
1	6.0	0.05777450057551661	1.1971450661020635	1.1966062033677336	0.0	0.0	0.0	0.0
1	7.0	0.05777450057551661	1.1971450661020635	1.1966062033677336	0.0	0.0	0.0	0.0
1	8.0	0.05777450057551661	1.1971450661020635	1.1966062033677336	0.0	0.0	0.0	0.0
1	9.0	0.05777450057551661	1.1971450661020635	1.1966062033677336	0.0	0.0	0.0	0.0
1	10.0	0.05777450057551661	1.200355674779815	1.1975268730321622	0.0	0.0	0.002065639171090039	0.0
1	11.0	0.05777450057551661	1.200355674779815	1.1983245155139508	0.0	0.0	3.9882124089429816E-4	0.0
1	12.0	0.05777450057551661	1.204844127538676	1.1983245155139508	0.0	0.0	0.0022442263794306694	0.0
1	13.0	0.05777450057551661	1.204844127538676	1.1983245155139508	0.0	0.0	0.0	0.0
1	14.0	0.05777450057551661	1.204844127538676	1.2012467035771042	0.0	0.0	0.0014610940315766818	0.0
1	15.0	0.05777450057551661	1.204844127538676	1.2045909267711645	0.0	0.0	0.0016721115970299572	0.0
1	16.0	0.05777450057551661	1.204844127538676	1.2045909267711645	0.0	0.0	0.0	0.0
1	17.0	0.05777450057551661	1.204844127538676	1.2045909267711645	0.0	0.0	0.0	0.0
1	18.0	0.05777450057551661	1.2066433090756998	1.206293256320412	0.0	0.0	0.0017507555431357513	0.0
1	19.0	0.05777450057551661	1.2062128787675073	1.2059516639558907	0.0	0.0	-3.860113363569617E-4	0.0
1	20.0	0.05777450057551661	1.2481855381825404	1.2126013024368547	1.1841123586033342	67.0	0.024311148947998573	0.9299489958704142
1	21.0	0.05777450057551661	1.122547418946569	1.0983328028097392	1.1899561570357684	86.0	-0.11995330943154348	0.28875524135093905
1	22.0	0.05777450057551661	1.321590891300324	1.0701418600686203	1.1693310072835632	83.0	0.08542626480631799	0.3168284751782212
1	23.0	0.05777450057551661	1.2050887031516098	1.1487273102670892	1.252317131896792	55.0	-0.018958368975122486	0.905257230966283
1	24.0	0.05777450057551661	1.2936456069059874	1.2559794228909857	1.199701104505395	91.0	0.09790450818913699	0.9790663453212713
1	25.0	0.05777450057551661	1.4473195481484582	1.3617324789991612	1.2935463932385827	77.0	0.12971349867532322	1.0818165290978958
1	26.0	0.05777450057551661	1.495732067677867	1.4518446861864809	1.3603630356807475	84.0	0.069262363358364	0.12815354591570316
1	27.0	0.05777450057551661	1.2474592734790408	1.186144232340041	1.375131731033606	98.0	-0.25698662402263284	1.058485197075818
1	28.0	0.05777450057551661	1.6017180373411486	1.4768967431700681	1.4617278768863164	94.0	0.3225056373460673	0.1021092531947437
1	29.0	0.05777450057551661	1.6445611543642218	1.588599323379543	1.4795935787595937	69.0	0.07727284861627415	1.201920737961298
1	30.0	0.05777450057551661	1.5446196241248944	1.5396893761584396	1.5536336592945588	74.0	-0.07442573873021541	0.8727817071706608
1	31.0	0.05777450057551661	1.6986806678894604	1.4610178376368013	1.5394555662977283	86.0	0.03769475262146371	0.9234059405055014
1	32.0	0.05777450057551661	1.3574273619809152	1.3503719677550527	1.5275010927753316	101.0	-0.22594958789514674	0.7651007827530111
1	33.0	0.05777450057551661	1.7380929080934633	1.6528069989757943	1.5607501777380046	73.0	0.34155028866664483	0.9005453382659252
1	34.0	0.05777450057551661	1.565832099005975	1.387253711666133	1.5064028398888218	74.0	-0.21890704819857487	0.5290885619747246
1	35.0	0.05777450057551661	1.5331359513448548	1.5237961363467771	1.5074806963000673	87.0	0.051923138509762046	1.1564367599760352
1	36.0	0.05777450057551661	1.4778201579991028	1.4705338137311907	1.5194812044424766	86.0	-0.054289057980669186	0.7733688071298981
